url,energy,heating,price,area,rooms,fee,zipcode,construction_year,level
https://www.immowelt.de/expose/292z95m,na,na,335.000 €,"69,42 m²",3,prov,12277,1933,ErdgeschossDerzeitige Nutzungvermietet
https://www.immowelt.de/expose/29zy95m,na,na,335.000 €,"69,67 m²",3,prov,12277,na,ErdgeschossDerzeitige Nutzungvermietet
https://www.immowelt.de/expose/29xy95m,na,na,335.000 €,"69,67 m²",3,prov,12277,na,rassenwohnungWohnungslageErdgeschossDerzeitige Nutzungvermietet
https://www.immowelt.de/expose/296tn54,"Fernwärme, ",Heizungsart,299.000 €,"53,67 m²",2,Prov,12587,2015,2
https://www.immowelt.de/expose/298g65m,na,na,390.000 €,88 m²,3,3.57,10317,na,utzungvermietet
https://www.immowelt.de/expose/29he45m,na,na,265.000 €,60 m²,2,3.57,13585,na,na
https://www.immowelt.de/expose/29ryw5l,Öl,Zentralheizung,330.000 €,66 m²,2,3.57,13407,1961,4
https://www.immowelt.de/expose/29gkg5l,na,na,379.000 €,"116,01 m²",3,Bitt,13595,na,4
https://www.immowelt.de/expose/297kg5l,Öl,Etagenheizung,249.000 €,"71,36 m²",3,3.57,12279,1970,ErdgeschossBezugab sofort
https://www.immowelt.de/expose/29trv5k,Gas,Zentralheizung,390.000 €,51 m²,2,3.57,10965,1900,3
https://www.immowelt.de/expose/298vj5k,na,na,350.000 €,38 m²,1,3.57,14193,1974,1
https://www.immowelt.de/expose/29zyg5k,na,na,999.000 €,"135,39 m²",4,3.57,13086,na,2
https://www.immowelt.de/expose/29p4f5k,na,na,311.000 €,50 m²,2,3.57,12203,na,utzungfrei
https://www.immowelt.de/expose/295hw5u,Gas,Fußbodenheizung,599.950 €,"73,03 m²",2,2.80,10179,2011,5
https://www.immowelt.de/expose/29ttw5j,na,na,420.000 €,65 m²,2,3.57,10243,na,na
https://www.immowelt.de/expose/29usw5j,na,na,220.000 €,53 m²,2,3.57,12489,na,utzungfrei
https://www.immowelt.de/expose/29lrw5j,na,na,335.000 €,82 m²,3,3.57,12489,na,utzungvermietet
https://www.immowelt.de/expose/29whg5j,Gas,Etagenheizung,215.000 €,"53,30 m²",2,bei ,13509,1954,1
https://www.immowelt.de/expose/284px5r,Fernwärme,Zentralheizung,205.000 €,"48,59 m²","1,5",prov,13055,Altbau,1
https://www.immowelt.de/expose/29ks65j,na,na,410.000 €,68 m²,2,3.57,14050,na,utzungfrei
https://www.immowelt.de/expose/29xuv5h,na,na,345.000 €,57 m²,2,3.57,14193,1953,na
https://www.immowelt.de/expose/29k9r5h,Gas,Etagenheizung,575.329 €,"97,34 m²",4,prov,14195,na,ErdgeschossDerzeitige Nutzungvermietet
